"Freq [GHz]","dB(S(1,1)) [] - l='1mm'","dB(S(1,1)) [] - l='2mm'","dB(S(1,1)) [] - l='3mm'","dB(S(1,1)) [] - l='4mm'","dB(S(1,1)) [] - l='5mm'","dB(S(1,1)) [] - l='6mm'","dB(S(1,1)) [] - l='7mm'","dB(S(1,1)) [] - l='8mm'","dB(S(1,1)) [] - l='9mm'","dB(S(1,1)) [] - l='10mm'","dB(S(1,1)) [] - l='11mm'","dB(S(1,1)) [] - l='12mm'","dB(S(1,1)) [] - l='13mm'","dB(S(1,1)) [] - l='14mm'","dB(S(1,1)) [] - l='15mm'","dB(S(1,1)) [] - l='16mm'","dB(S(1,1)) [] - l='17mm'","dB(S(1,1)) [] - l='18mm'","dB(S(1,1)) [] - l='19mm'","dB(S(1,1)) [] - l='20mm'","dB(S(1,1)) [] - l='21mm'","dB(S(1,1)) [] - l='22mm'","dB(S(1,1)) [] - l='22.5mm'","dB(S(1,1)) [] - l='23mm'","dB(S(1,1)) [] - l='23.5mm'","dB(S(1,1)) [] - l='24mm'","dB(S(1,1)) [] - l='25mm'"
1.288,-1.46170172154855,-1.53894158973086,-1.6339778955301,-1.72516173485268,-1.82875997530269,-1.97505852751446,-2.11312223498382,-2.27881998444659,-2.47110429173449,-2.63424772635738,-2.99324470720737,-3.23118117912933,-3.63334466475691,-4.1634328490625,-4.68786722328758,-5.40920436622225,-6.27437798999191,-7.48108818437768,-9.11352764565192,-11.0689980550982,-14.2003035527805,-19.3730917781297,-21.7205667040315,-21.1687557573973,-18.0125553463655,-15.2752262547263,-11.3269739393963
1.292,-1.44394570925032,-1.51943643356952,-1.61219997627748,-1.70114254119072,-1.80214911857926,-1.94463405149243,-2.07864932657524,-2.2398293177314,-2.42632139326602,-2.58466560086281,-2.93157632046717,-3.16182676591354,-3.54916002861698,-4.05918474763871,-4.56242669054799,-5.25313092442564,-6.07834017177915,-7.22465440511565,-8.76512000080633,-10.5979804087897,-13.4994554759441,-18.340808602634,-21.1100482660553,-21.7660948371385,-19.0944212351986,-16.202287652542,-11.9354846605441
1.296,-1.42669633197954,-1.50049852240918,-1.59107016787386,-1.67785335447195,-1.77636537508522,-1.91518380913473,-2.04531572684901,-2.2021613573578,-2.38310910633364,-2.536861206943,-2.87224655670915,-3.09517033088699,-3.46841884390592,-3.95943467026632,-4.44265962297528,-5.10452647749645,-5.89231159488361,-6.98244816684012,-8.43826785794606,-10.1597460718491,-12.8550434724691,-17.3444537248734,-20.215286791427,-21.8865537634953,-20.1528536436536,-17.19473513635,-12.5883686188322
1.3,-1.40993570206918,-1.48210731880178,-1.57056430193691,-1.65526624540513,-1.7513762588278,-1.88666822101796,-2.01307350818025,-2.16575888416542,-2.34139707313218,-2.49075307013118,-2.81514194557765,-3.03107753036553,-3.39094070938911,-3.86393348914136,-4.32823563984915,-4.96292780221009,-5.71562248975371,-6.75341458489947,-8.13114181873884,-9.75110617733579,-12.261175632219,-16.4104927485379,-19.2024304447729,-21.5034569509368,-21.0780294837166,-18.241931152511,-13.2901210140568
1.304,-1.39364672686621,-1.46424321776233,-1.55065933539357,-1.63335461433679,-1.72715086628382,-1.85904969407406,-1.98187722461571,-2.13056771691641,-2.30111879245039,-2.44626427768036,-2.76015572249616,-2.96942216692669,-3.31655673802727,-3.77244894925312,-4.21884804954483,-4.82790749313773,-5.54765992934057,-6.53660015261265,-7.84211657688895,-9.36927144438114,-11.712510892921,-15.5466362148126,-18.1780755021495,-20.743293080908,-21.7074575330541,-19.3136797796984,-14.0454966733239
1.308,-1.37781306717638,-1.44688749701835,-1.531333288972,-1.61209311701886,-1.70365978609159,-1.83229250495535,-1.95168376169741,-2.09653652393845,-2.26221137292067,-2.40332218035325,-2.70718736522568,-2.91008561016779,-3.2451086903874,-3.68476430725197,-4.11421180135889,-4.69907056680204,-5.38786181789865,-6.3311404869318,-7.56974274701877,-9.0117950160843,-11.2043147639957,-14.7518848425975,-17.1959886690059,-19.7841905449802,-21.8840551400921,-20.344189971451,-14.8591458946521
1.312,-1.36241909819035,-1.43002227028823,-1.51256518952537,-1.59145759509544,-1.68087501460702,-1.80636269118737,-1.92245219661682,-2.06361664804891,-2.22461530424377,-2.3618581164503,-2.65614216716166,-2.85295626496752,-3.17644818402689,-3.60067710003602,-4.01406164929293,-4.57605145584847,-5.23571165282041,-6.13624985293276,-7.31272313979509,-8.67652293701224,-10.7324333643112,-14.0216333749455,-16.2780297661174,-18.7639907184289,-21.5642387198149,-21.2152850986445,-15.7347944284537
1.316,-1.34744987272541,-1.41363044338268,-1.49433501592104,-1.57142501097401,-1.65876987689929,-1.78122794952873,-1.89414366790554,-2.03176194371168,-2.18827424491762,-2.32180715620642,-2.60693084405405,-2.79792908278156,-3.11043597111836,-3.51999802852065,-3.91815050182131,-4.45851134021061,-5.09073394318008,-5.95121217380752,-7.06989275161506,-8.36155196032555,-10.2932363948224,-13.3501010136189,-15.4298060349624,-17.7613415319312,-20.8553907947838,-21.7637939287855,-16.6735162194775
1.32,-1.33289108662964,-1.3976956729386,-1.47662364824911,-1.55197338677262,-1.63731895279489,-1.75685754100575,-1.86672125393612,-2.00092862547038,-2.15313482513425,-2.28310786486294,-2.55946917117564,-2.74490511198558,-3.04694127749294,-3.44254994394808,-3.8262479353569,-4.3461357704954,-4.9524901882801,-5.77537328508723,-6.84020184458647,-8.06519390003216,-9.88355227871171,-12.7314306812287,-14.6494820544488,-16.8126503783613,-19.9289557646644,-21.8502564739826,-17.6702545101216
1.324,-1.31872904620599,-1.38220232760902,-1.45941282012299,-1.53308174705811,-1.61649800761021,-1.73322220213241,-1.84014985956777,-1.97107512678444,-2.11914646362884,-2.24570208287969,-2.5136776482637,-2.69379108370038,-2.98584119706732,-3.36816692570656,-3.73813885222727,-4.23863254564552,-4.8205753355443,-5.60813423449251,-6.62270159400487,-7.78594562070526,-9.50060562844008,-12.160148901013,-13.9322074468943,-15.9309199274487,-18.9259882511873,-21.4597555670047,-18.7071761945072
1.328,-1.30495063752462,-1.36713545154579,-1.44268507386163,-1.51473006511279,-1.5962839272408,-1.71029406186587,-1.81439611032723,-1.94216196846947,-2.08626119737406,-2.20953472189289,-2.46948118982635,-2.64449902990628,-2.92702013630376,-3.29669344100698,-3.65362226658657,-4.13572981261056,-4.69461465026196,-5.44894546365365,-6.41653187003225,-7.5224637898805,-9.14196099556789,-11.6313257252623,-13.2722144556812,-15.1177530862693,-17.9306020890708,-20.7145964282839,-19.7421711624363
1.332,-1.29154329750087,-1.35248073002345,-1.42642371835908,-1.49689921248657,-1.57665465730148,-1.68804656388411,-1.78942825356545,-1.91415163601154,-2.05443352311019,-2.17455357515171,-2.42680883864123,-2.59694593098053,-2.87036930394718,-3.22798357794665,-3.57251020389848,-4.03717436048781,-4.57426094050122,-5.29730173635696,-6.2209107964258,-7.27354361261889,-8.80547397250897,-11.1405983215732,-12.6637609327174,-14.3697383797038,-16.9834515058353,-19.7807207430658,-20.6931039175943
1.336,-1.27849498662528,-1.33822445706393,-1.41061278946109,-1.47957091161035,-1.55758914603486,-1.66645439380467,-1.76521606607642,-1.88700846508602,-2.02362024978976,-2.14070914127997,-2.38559350048375,-2.55105339008109,-2.81578624180281,-3.16190034450606,-3.49462670150111,-3.94273008554751,-4.45919208942358,-5.15273770114417,-6.03512579264028,-7.03810087858425,-8.48924943380094,-10.6841364149729,-12.1015192036718,-13.6815836574723,-16.1001857075137,-18.7867727374611,-21.4288369984094
1.34,-1.26579416323989,-1.32435350493183,-1.39523701268211,-1.46272769126298,-1.5390672907279,-1.64549341099396,-1.7417307677066,-1.86069853466793,-1.99378036109531,-2.10795446031206,-2.34577169830933,-2.50674733205607,-2.76317439277246,-3.09831502690156,-3.41980689936198,-3.85217660687436,-4.34910885459812,-5.01482399500492,-5.85852585792297,-6.81515675930762,-8.19160619520569,-10.2585865412414,-11.5807051223172,-13.0475777328682,-15.2839202066001,-17.8073471521921,-21.7966180822504
1.344,-1.25342975926281,-1.31085529537924,-1.38028176810811,-1.44635284469977,-1.5210698873955,-1.62514058464343,-1.71894494052085,-1.83518956717109,-1.96487488726049,-2.07624496104445,-2.30728334428109,-2.463957724785,-2.71244270276632,-3.03710660147546,-3.34789621149574,-3.76530801514826,-4.24373290002259,-4.8831638103707,-5.69051489882133,-6.6038248890619,-7.91104722395427,-9.8610121410619,-11.0970894080968,-12.462232607579,-14.532077319695,-16.8778821862377,-21.7039719239636
1.348,-1.24139115726952,-1.29771777252789,-1.36573305734178,-1.43043039026487,-1.50357858350866,-1.60537393381491,-1.6968324531259,-1.81045083509964,-1.9368667854902,-2.04553831882748,-2.2700715281837,-2.42261832106068,-2.66350525345792,-2.97816119496402,-3.27874956968667,-3.68193173944524,-4.14280503163966,-4.75738986029538,-5.53054593643873,-6.40330034470544,-7.64623455242656,-9.48883690449776,-10.6469593172845,-11.9205341532455,-13.8398161796236,-16.011654760931,-21.1895903300492
1.352,-1.22966816884612,-1.28492937728404,-1.35157747235719,-1.41494503432252,-1.48657583356128,-1.5861724711792,-1.67536838978375,-1.7864530737373,-1.90972082833451,-2.01579432299733,-2.23408232089775,-2.38266641929969,-2.61628092315948,-2.92137158855657,-3.2122307321632,-3.60186751893609,-4.04608361137724,-4.63716168712602,-5.37811605821984,-6.2128502083519,-7.39596813286213,-9.13979416796104,-10.2270628344032,-11.4180103269043,-13.2016656668392,-15.2108824458561,-20.3918081834533
1.356,-1.2182510141352,-1.27247902318938,-1.33780216614047,-1.39988213635469,-1.47004485728511,-1.56751615019422,-1.65452898397629,-1.76316839943796,-1.88340349942457,-1.98697475321631,-2.19926459172923,-2.34404264153086,-2.57069307336821,-2.86663676165977,-3.14821165073898,-3.52494646805836,-3.95334312829238,-4.52216326855472,-5.23276200222961,-6.03180545323203,-7.15916797570155,-8.81188301006208,-9.83455018607196,-10.9507180306428,-12.6122617672831,-14.4727687301589,-19.4578396597857
1.36,-1.20713030250097,-1.2603560736173,-1.32439482500186,-1.38522767608336,-1.45396960033621,-1.54938581548742,-1.63429155610886,-1.74057023311613,-1.85788289602765,-1.95904326405111,-2.16556983849637,-2.30669072725418,-2.52666925877622,-2.8138614717186,-3.08657189068464,-3.45101022518497,-3.86437290838157,-4.41210088204083,-5.09405628080366,-5.85955393937741,-6.93485901760317,-8.50333073701853,-9.46691906366189,-10.5151971008339,-12.0666505767625,-13.7925386537021,-18.4912510301534
1.364,-1.19629701424453,-1.24855032023072,-1.31134364245249,-1.37096822248602,-1.43833469728966,-1.53176315622519,-1.61463445506473,-1.71863322856732,-1.83312863792249,-1.93196527717474,-2.13295202937331,-2.27055734189169,-2.48414095875218,-2.76295586683016,-3.02719809824555,-3.37991017605143,-3.77897594713497,-4.30670119448063,-4.96160376591014,-5.69553434348544,-6.72215825833658,-8.2125610755216,-9.12196590552489,-10.1084142909309,-11.5603853682044,-13.1648899212004,-17.5495014588527
1.368,-1.18574248330575,-1.23705196262325,-1.2986372945469,-1.35709090458235,-1.42312543679059,-1.51463066226838,-1.59553700334429,-1.69733320527774,-1.80911178213677,-1.90570788062852,-2.10136745557753,-2.23559189866724,-2.44304332849364,-2.71383512822421,-2.96998351128643,-3.31150674426678,-3.69696785103866,-4.2057095489003,-4.83503867123199,-5.53923087804633,-6.52026378593174,-7.93816729495125,-8.79774370386496,-9.7277076287556,-11.0895294672141,-12.5846506908453,-16.6591425290409
1.372,-1.17545838089168,-1.2258515890707,-1.28626491659921,-1.34358338387875,-1.40832772872132,-1.49797158292763,-1.57697944554338,-1.67664708540886,-1.78580474312496,-1.88023973462672,-2.07077459406696,-2.2017463928557,-2.40331496822002,-2.66641913998253,-2.91482750903805,-3.24566874214848,-3.61817587603414,-4.10888842403807,-4.71402187638809,-5.39016867982459,-6.32844537676218,-7.67888950963209,-8.49252597093754,-9.37073546928401,-10.6506191881671,-12.0470501154192,-15.8295993399049
1.376,-1.16543669997593,-1.214940158325,-1.27421608118701,-1.33043382836522,-1.39392807325357,-1.48176988814612,-1.55894289994336,-1.65655283466701,-1.76318121799841,-1.85553098342854,-2.04113397948402,-2.16897524743596,-2.36489770892801,-2.62063218363269,-2.86163519735313,-3.18227277591188,-3.54243805248056,-4.01601604610707,-4.5982385472893,-5.24790976817589,-6.14603641292014,-7.43359549061352,-8.2047761822127,-9.03543166359153,-10.2406128297602,-11.5478040430328,-15.0617620648325
1.38,-1.15566974061704,-1.2043089823873,-1.26248077736324,-1.31763088796684,-1.37991353166501,-1.46601023194989,-1.54140931300291,-1.63702940679025,-1.74121611645028,-1.8315531728399,-2.01240808464872,-2.13723516926583,-2.32773641336802,-2.57640265548516,-2.81031702625776,-3.12120269992951,-3.46960238747741,-3.92688513490962,-4.4873960137154,-5.11204949032585,-5.97242690493159,-7.20126440924162,-7.93312194060196,-8.71996692403194,-9.85683783192104,-11.083115641105,-14.3526409710852
1.384,-1.14615009604708,-1.19394971020103,-1.2510493910017,-1.30516367135839,-1.3662716988072,-1.45067791801753,-1.52436141655696,-1.61805669140493,-1.71988549504555,-1.80827917294308,-1.98456120896103,-2.10648501497352,-2.29177879102177,-2.53366280479008,-2.76078843691769,-3.06234911537005,-3.39952613653,-3.84130176890171,-4.38122187107892,-4.98221338436174,-5.8070574451858,-6.98097302507976,-7.67633314153766,-8.42271589307821,-9.49694137179672,-10.6496397510304,-13.6977255000812
1.388,-1.13687063948524,-1.18385431220985,-1.23991268620666,-1.29302172405745,-1.35299067712037,-1.43575886723155,-1.5077826875426,-1.59961546502336,-1.69916649557209,-1.7856831056833,-1.95755937412632,-2.07668566582859,-2.25697522597143,-2.49234849097403,-2.71296953543323,-3.00560890904444,-3.33207513750649,-3.75908435586025,-4.27946227823333,-4.85805440186758,-5.64941394789215,-6.77188391177282,-7.43330349740048,-8.14222922360423,-9.15884635832273,-10.2444345415387,-13.0921275662045
1.392,-1.12782451163394,-1.17401506572885,-1.22906178772212,-1.28119500771688,-1.34005905209759,-1.42123958708394,-1.49165731008513,-1.58168734497085,-1.67903728717228,-1.76374027697082,-1.93137022666557,-2.04779991091791,-2.22327861664868,-2.45239895838209,-2.66678479113533,-2.95088482873962,-3.26712320066824,-3.6800626975497,-4.1818804272662,-4.73925044133324,-5.49902305618923,-6.57323538421265,-7.20303486967157,-7.87720995402165,-8.84071321262662,-9.86491151530282,-12.5311071974427
1.396,-1.11900510881758,-1.1644245410811,-1.21848816428028,-1.26967388054296,-1.3274658691078,-1.40710714281704,-1.47597013978924,-1.56425474604629,-1.65947701199555,-1.74242711298367,-1.90596294671603,-2.01979233800838,-2.19064422654132,-2.41375662709662,-2.62216275728635,-2.89808509171615,-3.20455154927606,-3.6040771382694,-4.0882551646383,-4.62550215106422,-5.35544811727686,-6.38433284902947,-6.98462394371865,-7.62649351391862,-8.54090711860958,-9.50878872999391,-12.0102913385652
1.4,-1.11040607172708,-1.15507558845429,-1.2081836128329,-1.25844907877067,-1.3152006114932,-1.39334913018959,-1.46070667009204,-1.54730083973469,-1.64046573413258,-1.72172110038011,-1.88130816266796,-1.99262923152909,-2.15902954501497,-2.37636689853601,-2.57903581229215,-2.84712302339407,-3.14424830589959,-3.53097778843128,-3.99837974590309,-4.51653096660837,-5.21828564298658,-6.20454134910196,-6.77725085843446,-7.38903077608076,-8.25797015414928,-9.17404905937733,-11.5257434664352
1.404,-1.10202127473515,-1.14596132543571,-1.19814024361311,-1.24751169913187,-1.30325317986255,-1.37995364976534,-1.44585300054438,-1.53080951580368,-1.62198439160925,-1.70160073015238,-1.85737787121927,-1.96627847715261,-2.12839415747958,-2.34017797465416,-2.53733991971439,-2.79791672355755,-3.08610802010055,-3.46062381540543,-3.91206070866434,-4.41207735294241,-5.08716218675865,-6.03327911283833,-6.58016946936757,-7.16387365582887,-7.99059764615735,-8.85890386931674,-11.0739632110242
1.408,-1.09384481574991,-1.13707512518589,-1.18835046597833,-1.2368531822569,-1.291613872507,-1.36690928262887,-1.4313958068969,-1.51476534612782,-1.60401475123529,-1.68204544487361,-1.83414536246322,-1.94070947249681,-2.09869962419599,-2.30514068966735,-2.49701440553328,-2.75038875767931,-3.03003123363486,-3.39288279480527,-3.82911685047941,-4.31189922601801,-4.96173157912055,-5.87001195181627,-6.39269897980299,-6.95016283814425,-7.73761811996924,-8.56176182819235,-10.6518554883042
1.412,-1.08587100657623,-1.12841060521447,-1.17880697498863,-1.2264652969535,-1.28027336687028,-1.35420506743976,-1.41732231287558,-1.49915355059616,-1.58653936611764,-1.66303558910844,-1.81158514965454,-1.91589304350741,-2.06990936707724,-2.27120835332993,-2.45800175125574,-2.70446587120459,-2.97592407973271,-3.32763011619026,-3.74937830015514,-4.21577053191132,-4.84167247292641,-5.71424837723257,-6.21421672055568,-6.74711728313862,-7.49797627908592,-8.2812023116162,-10.2566886081823
1.416,-1.07809436375636,-1.11996161672349,-1.16950273867738,-1.21634012531122,-1.26922270200946,-1.34183047874245,-1.40362026354002,-1.48395996496863,-1.56954153566255,-1.64455236277499,-1.78967290332679,-1.89180136611636,-2.04198856389242,-2.23833660486625,-2.42024740159299,-2.6600787248464,-2.92369791337972,-3.26474843786119,-3.67268567236487,-4.12347996487785,-4.72668615718484,-5.56553532758678,-6.04415189737155,-6.55402522022867,-7.27071852765133,-8.01595279414764,-9.88605068820832
1.42,-1.07050959986273,-1.11172223448597,-1.16043098597423,-1.20647004858248,-1.25845326198685,-1.32977540645459,-1.39027790012498,-1.46917101055653,-1.55300526790314,-1.62657777726148,-1.76838538945948,-1.86840789280321,-2.01490404933024,-2.20648327674321,-2.38369958554745,-2.617161649132,-2.87326896984123,-3.20412718602784,-3.59888929678004,-4.0348298081898,-4.61649460457419,-5.42345441800867,-5.88198015610645,-6.3702363914637,-7.05498062243652,-7.76486964253843,-9.53780858912264
1.424,-1.06311161521815,-1.10368674722952,-1.15158519524267,-1.19684773379476,-1.24795676013751,-1.31803013646224,-1.37728393627244,-1.45477366561113,-1.53691524400118,-1.60909461411552,-1.74770041141602,-1.84568728371573,-1.98862422242335,-2.17560826753769,-2.34830914985293,-2.57565241660817,-2.82455804895381,-3.14566209415473,-3.52784851399395,-3.94963488380766,-4.51083872295634,-5.28761863638636,-5.72721884146321,-6.19515534595612,-6.84997710814297,-7.52692178367195,-9.21007102891817
1.428,-1.0558954900195,-1.09584964849658,-1.14295908339709,-1.18746612105148,-1.23772522416061,-1.30658533225459,-1.36462753556815,-1.44075543831249,-1.52125678478238,-1.59208638613714,-1.72759675539539,-1.82361534203287,-1.96311895987488,-2.14567342321632,-2.31402940380542,-2.53549203026203,-2.77749022295646,-3.08925477874943,-3.45943103144727,-3.86772159878215,-4.40947678554716,-5.15766942356707,-5.57942284603232,-6.02823562153777,-6.65499224785436,-7.30117679002054,-8.90115627979024
1.432,-1.04885647684283,-1.08820562795476,-1.13454659556632,-1.17831841148163,-1.22775098198597,-1.29543201753608,-1.35229829030238,-1.42710434125833,-1.50601581917487,-1.5755373007188,-1.70805413915925,-1.80216895327725,-1.93835953486541,-2.11664242620197,-2.28081597460597,-2.49662452684804,-2.73199456585439,-3.0348123482594,-3.39351233336802,-3.78892707784939,-4.31218301803835,-5.0332740848811,-5.43818096356087,-5.86897467781546,-6.46937220952603,-7.08678899394927,-8.60956426892701
1.436,-1.04198999350924,-1.08074956313215,-1.1263418952728,-1.16939805580084,-1.21802664837065,-1.28456155975707,-1.34028620137984,-1.41380886735937,-1.49117885442953,-1.55943222528731,-1.68905316381451,-1.78132602830711,-1.9143185409519,-2.08848069165338,-2.24862667241335,-2.45899679393098,-2.68800390250329,-2.98224704209491,-3.32997513943325,-3.71309837301952,-4.218746324018,-4.91412348848025,-5.30311267447229,-5.71690946779449,-6.2925183103284,-6.88298930432705,-8.33395266057766
1.44,-1.03529161629163,-1.07347651155439,-1.11833935509843,-1.16069874344919,-1.20854511218315,-1.27396565450898,-1.32858165930923,-1.40085796705431,-1.4767329480095,-1.54375665471244,-1.67057526844732,-1.76106544973773,-1.89096982070074,-2.06115527043139,-2.21742136437237,-2.42255839956235,-2.64545457577608,-2.93147589710531,-3.26870890746227,-3.64009174210315,-4.12896913260768,-4.79993001280706,-5.17386530325438,-5.57161255409504,-6.12388115453276,-6.68907645293226,-8.07311642275778
